204500,QD,1980,11,01,0.4562
204500,QD,1981,01,01,0.6436
204500,QD,1982,01,01,0.6655
204500,QD,1983,01,01,0.6252
204500,QD,1984,01,01,0.5666
204500,QD,1985,01,01,0.4743
204500,QD,1986,01,01,0.5522
204500,QD,1987,01,01,0.6248
204500,QD,1988,01,01,0.5915
204500,QD,1989,01,01,0.4932
204500,QD,1990,01,01,0.4123
204500,QD,1991,01,01,0.3817
204500,QD,1992,01,01,0.3370
204500,QD,1993,01,01,0.3665
204500,QD,1994,01,01,0.3476
204500,QD,1995,01,01,0.3476
204500,QD,1996,01,01,0.3568
204500,QD,1997,01,01,0.3756
204500,QD,1998,01,01,0.3578
204500,QD,1999,01,01,0.3262
204500,QD,2000,01,01,0.2383
204500,QD,2001,01,01,0.2474
204500,QD,2002,01,01,0.2125
204500,QD,2003,01,01,0.2513
204500,QD,2004,01,01,0.2346
204500,QD,2005,01,01,0.3350
204500,QD,2006,01,01,0.3352
204500,QD,2007,01,01,0.2567
204500,QD,2008,01,01,0.2115
204500,QD,2009,01,01,0.3152
204500,QD,2010,01,01,0.2682
204500,QD,2011,01,01,0.2780
204500,QD,2012,01,01,0.3002
204500,QD,2013,01,01,0.3373
204500,QD,2014,01,01,0.2824
204500,QD,2015,01,01,0.2466
204500,QD,2016,01,01,0.2343
204500,QD,2017,01,01,0.2361
204500,QD,2018,01,01,0.1518
204500,QD,2019,01,01,0.1832
204500,QD,2020,01,01,0.1813
